Bild,Gruenanteil Skript 1,Gruenanteil Skript 2,Gruenanteil Skript 3,Gruenanteil Mittelwert Skript 1 bis 3,Gruenanteil STABW Skript 1 bis 3,Gruenanteil Schnittmenge Skript 1 u. Skript 2,,Braunanteil Skript 1,Braunanteil Skript 3,Braunanteil Mittelwert Skript 1 und 3,Braunanteil STABW Skript 1 und 3,,Waldanteil Skript 4,Waldanteil Skript 5,Waldanteil Skript 6,Waldanteil Mittelwert Skript 4 bis 6,Waldanteil STABW Skript 4 bis 6,,Anteil gruener Wald Skript 7,Anteil gruene Wiese Skript 7
YUN00001.jpg,0.499681712962963,0.516582906920078,0.4622767857142857,0.4928471351991089,0.02779068710939292,0.4840430068226121,,0.07584216617933723,0.12160714285714286,0.09872465451824004,0.03236072534972056,,0.70453125,0.40585048010973934,0.3994270833333333,0.5032696044810242,0.17432728551288576,,0.37328417924096935,0.07551554641060813
YUN00002.jpg,0.6999664961013645,0.7104212353801169,0.6827678571428571,0.6977185295414462,0.013963070837896704,0.6898726851851852,,0.03249269005847953,0.08991071428571429,0.06120170217209691,0.040600674293411174,,0.7859895833333334,0.5751863283036123,0.57828125,0.6464857205456486,0.12082379912331258,,0.5332418838591678,0.06587334247828075
YUN00003.jpg,0.5598897417153996,0.5740040204678363,0.515,0.5496312540610786,0.030810648071041967,0.5479212353801169,,0.04715369152046783,0.07138392857142857,0.0592688100459482,0.017133364928491872,,0.7355208333333333,0.5321902149062643,0.5277604166666666,0.5984904883020881,0.11869242761291669,,0.5044124371284865,0.06021147690900777
YUN00004.jpg,0.5353831627680312,0.545697794834308,0.48245535714285714,0.5211787715817321,0.03392970716082472,0.521995309454191,,0.057101303606237816,0.05665178571428572,0.05687654466026176,0.00031785714966401095,,0.4752604166666667,0.47375400091449477,0.46427083333333335,0.47109508363816494,0.005957777796447545,,0.44965363511659806,0.058393918609967996
YUN00005.jpg,0.5136376096491229,0.5234009502923976,0.47330357142857143,0.503447377123364,0.026557813755149554,0.49825779727095515,,0.06549250730994152,0.07973214285714286,0.07261232508354219,0.010068942857051082,,0.5353125,0.5242329675354367,0.5113020833333334,0.5236158502895899,0.012017098335208722,,0.4357315957933242,0.051901005944215824
YUN00006.jpg,0.7024366471734893,0.7117522538986355,0.6777232142857142,0.697304038452613,0.01758555198040859,0.6906067251461988,,0.03706597222222222,0.11325892857142857,0.0751624503968254,0.05387655611317442,,0.77328125,0.8018118427069044,0.7877604166666666,0.7876178364578571,0.014265830746534694,,0.6582658893461363,0.01990512117055327
YUN00007.jpg,0.521931347465887,0.5370690180311891,0.4823660714285714,0.5137888123085491,0.028245862543805823,0.5076327972709551,,0.05658960769980507,0.09705357142857143,0.07682158956418825,0.028612343146297195,,0.615,0.6291975308641975,0.6223958333333334,0.6221977880658436,0.007100837070792535,,0.46041266575217193,0.03957133058984911
YUN00008.jpg,0.5431712962962963,0.5560063352826511,0.5036160714285715,0.534264567669173,0.027307183996211237,0.5292367202729045,,0.05205744395711501,0.10910714285714286,0.08058229340712894,0.040340228956860416,,0.77390625,0.7660402377686328,0.74578125,0.7619092459228777,0.01451043508900657,,0.5243998628257888,0.016911294010059443
YUN00009.jpg,0.4504690545808967,0.4376842714424951,0.4042857142857143,0.43081301343636874,0.023846087103447846,0.42480659113060426,,0.055360623781676416,0.08964285714285715,0.07250174046226679,0.024241199683910586,,0.65546875,0.6660150891632373,0.6510416666666666,0.6575085019433012,0.007692287456137663,,0.39323273891175126,0.0061271147690900776
YUN00010.jpg,0.4260035940545809,0.4455637792397661,0.35825892857142855,0.4099421006219252,0.04581498571450843,0.4087551778752437,,0.07064144736842105,0.06696428571428571,0.06880286654135338,0.002600145941158242,,0.44494791666666667,0.4784236396890718,0.45557291666666666,0.4596481576741351,0.017105896641799005,,0.20441586648376772,0.050716735253772294
YUN00011.jpg,0.4928453947368421,0.49615466617933723,0.35116071428571427,0.4467202584006312,0.08277353244218887,0.4805083455165692,,0.03686951754385965,0.04285714285714286,0.03986333020050126,0.004233890462226783,,0.6234895833333334,0.6864083219021491,0.6509375,0.6536118017451608,0.031544505593539926,,0.40774577046181987,0.020628715134887975
Mittelwert ueber alle Bilder,,,,0.5270596234905446,0.03260228461044334,,,,,0.06931075518657756,0.02312599353472421,,,,,0.6077681890059718,0.04763983463441652,,0.44952695681090743,0.042341418298208415
,,,,,,,,,,,,,,,,,,,,
