Bild,Gruenanteil Skript 1,Gruenanteil Skript 2,Gruenanteil Skript 3,Gruenanteil Mittelwert Skript 1 und 2,Gruenanteil STABW Skript 1 und 2,Gruenanteil Schnittmenge Skript 1 u. Skript 2,,Braunanteil Skript 1,Braunanteil Skript 3,Braunanteil Mittelwert Skript 1 und 3,Braunanteil STABW Skript 1 und 3,,Waldanteil Skript 4,Waldanteil Skript 5,Waldanteil Skript 6,Waldanteil Mittelwert Skript 4 bis 6,Waldanteil STABW Skript 4 bis 6,,Anteil gruener Wald Skript 7,Anteil gruene Wiese Skript 7
YUN00001.jpg,0.03973410087719298,0.03220181530214425,0.00013392857142857144,0.035967958089668614,0.005326130207950571,0.024917763157894738,,0.020126705653021444,0.012410714285714285,0.016268709969367863,0.005456029819399753,,,,,,,,,
YUN00002.jpg,0.7292321515594542,0.7539565058479533,0.47232142857142856,0.7415943287037037,0.017482758577856385,0.7051961500974658,,0.07850420321637427,0.09424107142857142,0.08637263732247286,0.011127646227483625,,,,,,,,,
YUN00003.jpg,0.8404985989278753,0.8462003533138401,0.39375,0.8433494761208578,0.004031749190975902,0.8256076388888889,,0.05435093810916179,0.066875,0.0606129690545809,0.008855849091011714,,,,,,,,,
YUN00004.jpg,0.9996954191033138,0.999802022417154,0.40236607142857145,0.9997487207602339,7.537992611333414e-05,0.999671052631579,,3.0458089668615984e-06,0.0,1.5229044834307992e-06,2.1537121746666286e-06,,,,,,,,,
YUN00005.jpg,0.9367537768031189,0.9361095882066277,0.7642857142857142,0.9364316825048733,0.00045551012494195783,0.9256441885964912,,0.02582389132553606,0.03709821428571428,0.031461052805625174,0.007972150218429211,,,,,,,,,
YUN00006.jpg,0.9152549342105263,0.9083104897660819,0.6239285714285714,0.9117827119883041,0.004910463758239896,0.8926748294346979,,0.03720303362573099,0.05870535714285714,0.04795419538429407,0.015204438770226876,,,,,,,,,
YUN00007.jpg,0.9199332967836257,0.9183555677387915,0.4996875,0.9191444322612086,0.0011156229064772513,0.907483552631579,,0.03588876705653021,0.056160714285714286,0.04602474067112225,0.0143344313536119,,,,,,,,,
YUN00008.jpg,0.9509777046783626,0.946051108674464,0.8530803571428571,0.9485144066764133,0.0034836294425232926,0.9389406676413256,,0.021177509746588694,0.036696428571428574,0.028936969159008633,0.010973532737727847,,,,,,,,,
Mittelwert ueber alle Bilder,,,,0.7920667146381579,0.004610155516884824,,,,,0.039704099658869396,0.009240778991258199,,,,,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,
