Bild,Gruenanteil Skript 1,Gruenanteil Skript 2,Gruenanteil Skript 3,Gruenanteil Mittelwert Skript 1 bis 3,Gruenanteil STABW Skript 1 bis 3,Gruenanteil Schnittmenge Skript 1 u. Skript 2,,Braunanteil Skript 1,Braunanteil Skript 3,Braunanteil Mittelwert Skript 1 und 3,Braunanteil STABW Skript 1 und 3,,Waldanteil Skript 4,Waldanteil Skript 5,Waldanteil Skript 6,Waldanteil Mittelwert Skript 4 bis 6,Waldanteil STABW Skript 4 bis 6,,Anteil gruener Wald Skript 7,Anteil gruene Wiese Skript 7
YUN00001.jpg,0.08653600146198831,0.10039138645224172,0.04973214285714286,0.0788865102571243,0.026181592334631982,0.05934454191033139,,0.24713084795321638,0.23513392857142856,0.24113238826232247,0.00848310304821049,,,,,,,,,
YUN00002.jpg,0.16234923245614036,0.17743664717348928,0.08808035714285714,0.14262207892416226,0.04783311699926411,0.13255208333333332,,0.22048915692007798,0.21665178571428573,0.21857047131718185,0.002713431201545699,,,,,,,,,
YUN00003.jpg,0.10297727826510722,0.10936433966861599,0.08178571428571428,0.09804244407314583,0.014436397953756366,0.0712567007797271,,0.2187302022417154,0.2562946428571429,0.23751242254942914,0.026562070690648126,,,,,,,,,
YUN00004.jpg,0.12638127436647173,0.13138553849902534,0.14424107142857143,0.13400262809802285,0.009213031870765012,0.0913422880116959,,0.18959247076023392,0.24589285714285714,0.2177426639515455,0.039810384994575634,,,,,,,,,
YUN00005.jpg,0.12928545321637427,0.1322444566276803,0.15825892857142856,0.13992961280516103,0.01594245237225714,0.09228039717348928,,0.19415661549707602,0.2579910714285714,0.22607384346282372,0.04513777666251422,,,,,,,,,
YUN00006.jpg,0.13860105994152047,0.14105141325536064,0.16526785714285713,0.14830677677991275,0.01473973348298249,0.1008406432748538,,0.2252223440545809,0.3000446428571429,0.2626334934558619,0.052907354867257686,,,,,,,,,
YUN00007.jpg,0.10551139132553607,0.11514680799220273,0.12107142857142857,0.11390987596305578,0.007853419026572925,0.07011756822612086,,0.19771259746588693,0.25892857142857145,0.2283205844472292,0.043286230305953355,,,,,,,,,
YUN00008.jpg,0.10724293372319688,0.12268366228070175,0.1396875,0.1232046986679662,0.016228557527091177,0.07272325779727096,,0.2231649000974659,0.32625,0.2747074500487329,0.07289217318037457,,,,,,,,,
YUN00009.jpg,0.12692647417153996,0.14142757066276804,0.133125,0.13382634827810266,0.007275944400376834,0.0967166179337232,,0.19060977095516568,0.2704464285714286,0.23052809976329713,0.05645304198772813,,,,,,,,,
YUN00010.jpg,0.14733796296296298,0.1596323708576998,0.15232142857142858,0.1530972541306971,0.006183813171850562,0.11894188596491229,,0.1849201998050682,0.2704464285714286,0.2276833141882484,0.06047617633000539,,,,,,,,,
YUN00011.jpg,0.20892878898635478,0.21769462719298247,0.1850892857142857,0.20390423396454097,0.016873401794274667,0.1812241106237817,,0.17824226364522416,0.25892857142857145,0.2185854175368978,0.05705383538250978,,,,,,,,,
Mittelwert ueber alle Bilder,,,,0.13361204199471743,0.016614678266711203,,,,,0.2348627408166882,0.042343234422847556,,,,,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,
