Bild,Gruenanteil Skript 1,Gruenanteil Skript 2,Gruenanteil Skript 3,Gruenanteil Mittelwert Skript 1 und 2,Gruenanteil STABW Skript 1 und 2,Gruenanteil Schnittmenge Skript 1 u. Skript 2,,Braunanteil Skript 1,Braunanteil Skript 3,Braunanteil Mittelwert Skript 1 und 3,Braunanteil STABW Skript 1 und 3,,Waldanteil Skript 4,Waldanteil Skript 5,Waldanteil Skript 6,Waldanteil Mittelwert Skript 4 bis 6,Waldanteil STABW Skript 4 bis 6,,Anteil gruener Wald Skript 7,Anteil gruene Wiese Skript 7
YUN00001.jpg,0.540095029239766,0.505666727582846,0.3191517857142857,0.522880878411306,0.024344485566344193,0.45255086500974656,,0.1168067738791423,0.16933035714285713,0.14306856551099972,0.037139781897989006,,0.56828125,0.5635711019661637,0.5600520833333333,0.5639681450998323,0.004128925822104258,,0.4052629172382259,0.16250914494741656
YUN00002.jpg,0.5137624878167641,0.5589501096491228,0.33401785714285714,0.5363562987329435,0.031952473823354116,0.4697520711500975,,0.06354471247563352,0.10504464285714285,0.08429467766638818,0.029344882191534874,,0.48604166666666665,0.4756938728852309,0.47682291666666665,0.4795194854061881,0.0056765148868828975,,0.36464334705075446,0.15611682670324645
YUN00003.jpg,0.40550073099415207,0.5006655092592592,0.25379464285714287,0.45308312012670565,0.06729166004137145,0.373833455165692,,0.06117659600389864,0.10357142857142858,0.08237401228766361,0.029977673595768712,,0.3101041666666667,0.3045816186556927,0.3017708333333333,0.30548553955189756,0.004239565526213513,,0.23096936442615454,0.16340649291266576
YUN00004.jpg,0.1829845882066277,0.2237679702729045,0.0715625,0.2033762792397661,0.028838206018786155,0.17093384502923978,,0.07637213693957115,0.07116071428571429,0.07376642561264271,0.003685032298171383,,,,,,,,,
YUN00005.jpg,0.21387822855750488,0.28659691764132555,0.09763392857142857,0.2502375730994152,0.051419878170165766,0.1796875,,0.08916453460038987,0.1090625,0.09911351730019494,0.014069986265879622,,0.07255208333333334,0.07004686785550983,0.46682291666666664,0.20314062261850327,0.22835900063720754,,0.031128257887517146,0.14102423411065387
YUN00006.jpg,0.34095547027290446,0.4032955653021443,0.21544642857142857,0.37212551778752434,0.044081103934989256,0.30114065545808966,,0.057783564814814815,0.08535714285714285,0.07157035383597883,0.019497464015306644,,0.28979166666666667,0.27909693644261546,0.27609375,0.2816607843697607,0.007199876207052537,,0.17659807956104254,0.15796639231824416
YUN00007.jpg,0.35652412280701756,0.3943820053606238,0.17589285714285716,0.3754530640838207,0.026769565475018853,0.29108796296296297,,0.1324211135477583,0.25660714285714287,0.19451412820245056,0.08781278345329718,,0.17166666666666666,0.16451760402377685,0.16552083333333334,0.1672350346745923,0.0038705476158770002,,0.1257270233196159,0.2586294010059442
YUN00008.jpg,0.42091861598440544,0.4936418737816764,0.12433035714285715,0.4572802448830409,0.05142310873842776,0.3690225999025341,,0.08813200536062378,0.13870535714285714,0.11341868125174046,0.03576075999254998,,0.14427083333333332,0.13642089620484682,0.20671875,0.16247015984606003,0.038520886233169814,,0.09750800182898949,0.365595564700503
Mittelwert ueber alle Bilder,,,,0.3963491220455653,0.0407650602210572,,,,,0.10776504520850737,0.032161045463812175,,,,,0.27043497144585427,0.036499414616063444,,0.1789796239140375,0.17565600708733423
,,,,,,,,,,,,,,,,,,,,
